file,energy/Ha,E(LUMO)/eV,E(HOMO)/eV,gap/eV,dipole moment magnitude (a.u.)
qm7_4889.xyz,-326.485924600375,0.3205,-6.7142,7.0347,0.46185
qm7_489.xyz,-268.625277329246,1.8418,-6.1291,7.9709,0.35462
qm7_4890.xyz,-325.225084836566,0.9756,-6.7563,7.7319,0.77642
qm7_4891.xyz,-327.705736519674,1.5833,-6.5261,8.1094,0.99297
qm7_4892.xyz,-341.320247720725,0.1006,-6.3897,6.4903,1.85578
qm7_4893.xyz,-343.733377059097,1.4589,-6.3484,7.8073,1.12631
qm7_4894.xyz,-288.214517916801,0.4472,-6.2164,6.6636,0.48639
qm7_4895.xyz,-343.735480854744,1.4427,-6.4557,7.8984,0.80640
qm7_4896.xyz,-342.521133704881,1.0335,-6.5788,7.6123,1.75282
qm7_4897.xyz,-361.182351218277,-0.7905,-7.321,6.5305,1.08573
qm7_4898.xyz,-363.566797606028,1.2961,-6.5127,7.8088,0.58253
qm7_4899.xyz,-363.565912145016,1.195,-6.7844,7.9794,1.76409
qm7_49.xyz,-208.828806681931,1.091,-7.0762,8.1672,1.51435
qm7_490.xyz,-266.200214778154,0.028,-6.2266,6.2546,1.05337
qm7_4900.xyz,-362.386902471244,0.3554,-7.133,7.4884,1.98153
qm7_4901.xyz,-340.029695572212,-0.9569,-6.9225,5.9656,0.28880
qm7_4902.xyz,-340.053930155833,-2.5269,-7.3707,4.8438,1.23655
qm7_4903.xyz,-341.276759906185,-0.592,-6.1259,5.5339,0.80346
qm7_4904.xyz,-341.260066832597,-1.3549,-7.1702,5.8153,0.59943
qm7_4905.xyz,-288.205186715430,0.5546,-5.8223,6.3769,0.39256
qm7_4906.xyz,-342.482753660877,0.0398,-6.3241,6.3639,1.27364
qm7_4907.xyz,-342.478759341764,1.0901,-5.6107,6.7008,0.42544
qm7_4908.xyz,-341.264362493943,-0.5473,-6.6814,6.1341,0.57377
qm7_4909.xyz,-342.529404350435,1.8361,-6.3077,8.1438,0.87587
qm7_491.xyz,-268.618394344836,1.8238,-5.929,7.7528,0.32921
qm7_4910.xyz,-362.290083770883,0.848,-6.3751,7.2231,0.36915
qm7_4911.xyz,-363.569272801054,1.3905,-7.2057,8.5962,1.57423
qm7_4912.xyz,-362.380079847458,0.4778,-6.699,7.1768,0.84728
qm7_4913.xyz,-361.053283160708,-0.2862,-6.729,6.4428,0.44178
qm7_4914.xyz,-361.083797580451,-0.4787,-7.2552,6.7765,1.22111
qm7_4915.xyz,-362.293656832574,-0.4939,-7.1782,6.6843,0.81413
qm7_4916.xyz,-288.204208645441,0.6257,-6.118,6.7437,0.55527
qm7_4917.xyz,-362.402345521395,1.8877,-7.2014,9.0891,0.89749
qm7_4918.xyz,-362.283409311986,-0.1408,-7.4295,7.2887,0.45760
qm7_4919.xyz,-325.306132566016,0.9843,-6.7301,7.7144,1.59021
qm7_492.xyz,-267.426578792223,1.2631,-6.203,7.4661,1.33071
qm7_4920.xyz,-325.307355151171,0.9704,-7.0073,7.9777,1.52727
qm7_4921.xyz,-325.309432100394,0.1601,-7.0582,7.2183,1.36013
qm7_4922.xyz,-324.053902535351,0.6578,-7.2442,7.902,1.32565
qm7_4923.xyz,-325.211038899292,-0.0243,-7.2097,7.1854,0.10335
qm7_4924.xyz,-323.954740974029,-0.149,-7.3531,7.2041,0.15730
qm7_4925.xyz,-326.450357211517,0.2733,-6.8221,7.0954,0.15097
qm7_4926.xyz,-326.459484648721,0.5449,-6.6093,7.1542,0.29334
qm7_4927.xyz,-288.208200049637,0.6775,-6.2028,6.8803,0.46340
qm7_4928.xyz,-325.223114624521,-0.973,-6.5513,5.5783,0.14950
qm7_4929.xyz,-323.962751961590,-1.0911,-6.8755,5.7844,0.32164
qm7_493.xyz,-232.975978435584,-0.3141,-5.9741,5.66,0.32182
qm7_4930.xyz,-342.554184991481,1.2258,-6.7923,8.0181,1.78821
qm7_4931.xyz,-340.124362677806,0.2178,-7.7801,7.9979,1.69310
qm7_4932.xyz,-340.024547842940,-0.5595,-7.9179,7.3584,1.50570
qm7_4933.xyz,-342.455316238062,0.1945,-6.7461,6.9406,0.43535
qm7_4934.xyz,-340.029774880038,-1.7658,-7.823,6.0572,1.85894
qm7_4935.xyz,-342.456082784183,0.9447,-6.5706,7.5153,1.40270
qm7_4936.xyz,-342.468452993515,1.0185,-6.8328,7.8513,1.23186
qm7_4937.xyz,-362.391001736831,0.5115,-6.9892,7.5007,2.11673
qm7_4938.xyz,-305.456188181083,1.3292,-6.1164,7.4456,0.88710
qm7_4939.xyz,-274.631819137123,1.6967,-7.5774,9.2741,0.04841
qm7_494.xyz,-266.197078894773,0.6309,-6.732,7.3629,1.59915
qm7_4940.xyz,-361.209238570461,-0.5727,-7.6005,7.0278,1.02934
qm7_4941.xyz,-361.179023684568,-0.9739,-7.2312,6.2573,0.54304
qm7_4942.xyz,-361.077877855822,-0.8635,-7.0476,6.1841,1.02008
qm7_4943.xyz,-362.291718767551,-0.0295,-7.0856,7.0561,0.85002
qm7_4944.xyz,-361.085191192687,-1.8915,-7.4988,5.6073,1.54889
qm7_4945.xyz,-362.316482673479,0.728,-7.0663,7.7943,1.50168
qm7_4946.xyz,-362.327372215678,0.719,-7.2021,7.9211,1.46087
qm7_4947.xyz,-342.464167583502,1.1995,-5.604,6.8035,0.79219
qm7_4948.xyz,-362.289960528625,0.8384,-6.3819,7.2203,0.32346
qm7_4949.xyz,-341.272543084703,0.9173,-6.4757,7.393,1.62598
qm7_495.xyz,-264.998722178358,-0.27,-6.2044,5.9344,2.79881
qm7_4950.xyz,-302.991138468021,1.1709,-5.4127,6.5836,0.72725
qm7_4951.xyz,-341.297406977140,-0.1248,-6.4326,6.3078,0.66064
qm7_4952.xyz,-361.109579999927,-0.4846,-6.2489,5.7643,1.12051
qm7_4953.xyz,-362.381368981839,0.4589,-6.7338,7.1927,0.58724
qm7_4954.xyz,-325.258694310588,1.8642,-6.3522,8.2164,0.25600
qm7_4955.xyz,-325.222578831546,1.8856,-6.841,8.7266,0.62033
qm7_4956.xyz,-326.471972646370,1.729,-6.9606,8.6896,1.29718
qm7_4957.xyz,-326.468388370473,1.606,-6.4667,8.0727,0.73270
qm7_4958.xyz,-325.270475935883,-0.2735,-6.7937,6.5202,1.20420
qm7_4959.xyz,-325.258222595120,-0.4434,-6.714,6.2706,0.63475
qm7_496.xyz,-268.633267593949,1.7482,-5.879,7.6272,0.75972
qm7_4960.xyz,-341.220829639008,0.1775,-6.7218,6.8993,0.50023
qm7_4961.xyz,-305.395531411629,1.616,-5.8248,7.4408,1.01980
qm7_4962.xyz,-341.314869229326,0.8988,-6.797,7.6958,1.44930
qm7_4963.xyz,-361.149239403439,0.3708,-7.425,7.7958,2.13438
qm7_4964.xyz,-325.254456281311,1.8476,-5.896,7.7436,0.93183
qm7_4965.xyz,-326.472905823218,1.6142,-6.1733,7.7875,0.63860
qm7_4966.xyz,-325.262908715961,-0.483,-6.4741,5.9911,1.25917
qm7_4967.xyz,-325.264194053401,-0.6915,-6.5027,5.8112,1.13056
qm7_4968.xyz,-324.095561415014,1.086,-5.2843,6.3703,1.43858
qm7_4969.xyz,-324.116405588812,-0.0357,-6.1216,6.0859,1.22105
qm7_497.xyz,-266.204120487917,0.828,-6.9598,7.7878,1.55510
qm7_4970.xyz,-324.116161369350,-0.7976,-6.8874,6.0898,1.64936
qm7_4971.xyz,-325.343828608404,1.0652,-6.7917,7.8569,1.46704
qm7_4972.xyz,-289.431694093034,1.4989,-6.095,7.5939,0.44413
qm7_4973.xyz,-324.095936281165,1.201,-5.5143,6.7153,1.19359
qm7_4974.xyz,-326.480431630246,1.6867,-6.3282,8.0149,0.64567
qm7_4975.xyz,-326.470199741509,1.5611,-6.1671,7.7282,0.68675
qm7_4976.xyz,-325.303814607553,-0.3976,-6.3746,5.977,1.10559
qm7_4977.xyz,-326.506075774233,1.5813,-6.2899,7.8712,0.83046
qm7_4978.xyz,-340.103866835753,-0.244,-6.0707,5.8267,2.20429
qm7_4979.xyz,-341.310240328772,0.741,-6.0271,6.7681,1.45412
qm7_498.xyz,-268.630969586967,1.6723,-6.0947,7.767,0.19348
qm7_4980.xyz,-359.916288170997,-0.612,-6.4761,5.8641,2.32013
qm7_4981.xyz,-340.152900776741,1.1187,-5.5779,6.6966,1.40501
qm7_4982.xyz,-341.322680824113,0.8301,-6.4532,7.2833,0.98822
qm7_4983.xyz,-305.430189312199,1.4452,-6.0849,7.5301,0.74154
qm7_4984.xyz,-341.365658531255,1.6094,-6.6439,8.2533,1.55846
qm7_4985.xyz,-340.100855276410,0.7958,-5.5767,6.3725,1.95508
qm7_4986.xyz,-341.321304722973,1.4437,-6.5166,7.9603,1.93361
qm7_4987.xyz,-359.972912339403,0.5854,-6.255,6.8404,1.89594
qm7_4988.xyz,-361.154693896050,0.7185,-7.0739,7.7924,1.02238
qm7_4989.xyz,-361.193351412425,1.4089,-7.1334,8.5423,1.96930
qm7_499.xyz,-266.207225095486,0.9184,-6.7935,7.7119,1.63154
qm7_4990.xyz,-326.491242552053,1.6685,-5.6482,7.3167,0.48001
qm7_4991.xyz,-340.100924322282,0.6966,-6.0891,6.7857,1.44356
qm7_4992.xyz,-341.280759377001,-0.0174,-6.16,6.1426,0.63359
qm7_4993.xyz,-305.386978010715,1.7151,-6.1155,7.8306,0.34684
qm7_4994.xyz,-341.283304768606,0.9602,-5.7004,6.6606,0.89226
qm7_4995.xyz,-340.127888928258,-0.8796,-6.9512,6.0716,2.65157
qm7_4996.xyz,-341.258928311522,0.9972,-5.8417,6.8389,1.83014
qm7_4997.xyz,-340.115949508060,0.8035,-5.7901,6.5936,2.14579
qm7_4998.xyz,-340.138164564239,-0.3907,-7.1199,6.7292,1.02314
qm7_4999.xyz,-340.123283324489,0.8295,-5.8524,6.6819,1.94061
qm7_5.xyz,-153.538244580185,-0.4373,-7.3364,6.8991,1.04763
qm7_50.xyz,-208.812352694174,1.0463,-7.2623,8.3086,1.57174
qm7_500.xyz,-268.617369511015,1.9039,-6.0745,7.9784,0.00024
qm7_5000.xyz,-340.104915294434,0.9626,-6.2712,7.2338,1.22831
qm7_5001.xyz,-340.113800960304,-0.7215,-6.7602,6.0387,0.76623
qm7_5002.xyz,-341.317264122712,0.9082,-6.2922,7.2004,1.26321
qm7_5003.xyz,-340.106919118482,-0.2329,-6.1504,5.9175,2.00249
qm7_5004.xyz,-288.207900010409,-0.6261,-6.1148,5.4887,0.57901
qm7_5005.xyz,-340.046847323513,-0.2419,-6.0394,5.7975,1.08469
qm7_5006.xyz,-341.258446402813,0.6995,-6.0627,6.7622,0.69361
qm7_5007.xyz,-359.913532583917,-0.4363,-6.7258,6.2895,1.36308
qm7_5008.xyz,-361.123489212103,0.6987,-6.3925,7.0912,0.98649
qm7_5009.xyz,-341.251257386505,0.7658,-5.9245,6.6903,0.75976
qm7_501.xyz,-267.425148951275,1.0692,-5.8895,6.9587,0.93394
qm7_5010.xyz,-326.472241812669,1.8789,-6.4052,8.2841,0.77625
qm7_5011.xyz,-326.479245491375,1.8145,-6.2648,8.0793,0.22900
qm7_5012.xyz,-325.270585551860,-0.5318,-6.6451,6.1133,0.99018
qm7_5013.xyz,-326.458586946634,2.0882,-6.2547,8.3429,0.12709
qm7_5014.xyz,-326.480939281077,1.6988,-6.2625,7.9613,0.68189
qm7_5015.xyz,-304.184688087479,0.7732,-6.4022,7.1754,0.97795
qm7_5016.xyz,-326.473295709028,1.7454,-6.0154,7.7608,0.85580
qm7_5017.xyz,-326.475093385921,1.9181,-6.1841,8.1022,0.24944
qm7_5018.xyz,-325.278175804503,-0.5285,-6.4567,5.9282,0.96006
qm7_5019.xyz,-324.086065395945,1.1469,-5.1689,6.3158,0.66717
qm7_502.xyz,-266.164475306322,0.2233,-7.0541,7.2774,1.06437
qm7_5020.xyz,-340.044582778943,-0.4385,-5.9793,5.5408,1.46303
qm7_5021.xyz,-324.079097604740,0.7419,-5.4048,6.1467,0.73051
qm7_5022.xyz,-326.493502214718,1.647,-6.4671,8.1141,0.80593
qm7_5023.xyz,-326.466580482235,1.4825,-6.3844,7.8669,1.03714
qm7_5024.xyz,-325.279538403476,-0.3924,-6.6423,6.2499,1.37799
qm7_5025.xyz,-326.475773334972,1.5715,-6.3385,7.91,0.87553
qm7_5026.xyz,-304.232890956731,0.7858,-6.2169,7.0027,1.17670
qm7_5027.xyz,-340.072058079986,0.1356,-6.2456,6.3812,1.33144
qm7_5028.xyz,-341.251365238644,0.5159,-6.1393,6.6552,1.06408
qm7_5029.xyz,-342.482715594618,1.6933,-5.8763,7.5696,0.46657
qm7_503.xyz,-267.419769674926,1.3268,-5.8134,7.1402,0.85622
qm7_5030.xyz,-341.315184816755,0.9761,-6.5732,7.5493,1.26998
qm7_5031.xyz,-340.108227675146,0.686,-5.6623,6.3483,1.34057
qm7_5032.xyz,-340.061191646140,-0.0457,-6.0064,5.9607,1.68851
qm7_5033.xyz,-326.470964155409,1.655,-6.4648,8.1198,1.00205
qm7_5034.xyz,-362.319611391784,1.7466,-6.2365,7.9831,0.57038
qm7_5035.xyz,-361.144423675091,0.2181,-6.9454,7.1635,1.63553
qm7_5036.xyz,-326.472633324958,1.3196,-6.363,7.6826,0.56521
qm7_5037.xyz,-304.215615115561,0.5303,-5.8455,6.3758,0.84227
qm7_5038.xyz,-325.267324356493,0.8397,-6.1298,6.9695,0.65102
qm7_5039.xyz,-340.108367030469,0.3498,-5.6381,5.9879,0.63575
qm7_504.xyz,-232.975977676299,-0.2284,-6.1023,5.8739,0.07257
qm7_5040.xyz,-341.245213357493,-0.0062,-6.7726,6.7664,1.65208
qm7_5041.xyz,-340.117049816224,0.9081,-5.7607,6.6688,0.83026
qm7_5042.xyz,-341.316218032710,1.4455,-6.4126,7.8581,1.79231
qm7_5043.xyz,-341.324041941075,1.7875,-6.0328,7.8203,0.63912
qm7_5044.xyz,-340.095923236536,0.694,-5.602,6.296,1.76405
qm7_5045.xyz,-326.466475575529,1.7815,-6.254,8.0355,0.56083
qm7_5046.xyz,-326.463220348596,1.811,-6.084,7.895,0.66342
qm7_5047.xyz,-326.471104374582,1.9569,-6.2598,8.2167,0.38495
qm7_5048.xyz,-304.204742017125,0.4052,-5.9769,6.3821,0.65156
qm7_5049.xyz,-274.630685897391,1.789,-7.534,9.323,0.06795
qm7_505.xyz,-266.204756984282,0.3,-5.9452,6.2452,0.44221
qm7_5050.xyz,-326.469551700625,1.6492,-6.4379,8.0871,0.82534
qm7_5051.xyz,-326.462541770895,1.668,-6.4282,8.0962,1.08847
qm7_5052.xyz,-326.457271256413,1.5476,-6.2934,7.841,0.91573
qm7_5053.xyz,-326.467377717695,1.7913,-6.3647,8.156,0.72252
qm7_5054.xyz,-326.478861112168,1.6144,-6.6478,8.2622,1.02008
qm7_5055.xyz,-326.461595510537,1.9518,-6.2478,8.1996,0.43747
qm7_5056.xyz,-326.454961724773,1.6633,-6.2097,7.873,0.76619
qm7_5057.xyz,-326.464052788464,1.7677,-6.4229,8.1906,0.81269
qm7_5058.xyz,-327.712576196003,1.5036,-6.6936,8.1972,1.31148
qm7_5059.xyz,-325.310003259436,-0.1414,-6.4715,6.3301,0.94269
qm7_506.xyz,-266.204956136664,-0.5705,-6.5914,6.0209,1.32753
qm7_5060.xyz,-289.433225111417,1.8013,-6.2213,8.0226,0.37962
qm7_5061.xyz,-327.693799925122,1.6973,-6.0146,7.7119,0.52935
qm7_5062.xyz,-325.286092705310,-0.4967,-6.1301,5.6334,2.62130
qm7_5063.xyz,-326.498420788376,-0.2439,-6.3593,6.1154,1.15040
qm7_5064.xyz,-326.487927090687,-0.4342,-6.1445,5.7103,0.93148
qm7_5065.xyz,-325.294930359316,0.1029,-7.0634,7.1663,1.43888
qm7_5066.xyz,-324.038555917750,0.4569,-7.2782,7.7351,1.36847
qm7_5067.xyz,-325.298228932832,-0.4403,-5.9822,5.5419,2.49494
qm7_5068.xyz,-325.297582664958,-0.4986,-6.0651,5.5665,2.42604
qm7_5069.xyz,-325.263066685433,-0.8927,-6.4831,5.5904,0.86696
qm7_507.xyz,-264.945796642040,-0.2714,-6.7228,6.4514,1.47838
qm7_5070.xyz,-327.711175158465,1.4294,-6.6814,8.1108,1.19220
qm7_5071.xyz,-304.214271913168,0.5928,-5.9344,6.5272,1.01824
qm7_5072.xyz,-325.292877149998,-0.4997,-5.9914,5.4917,2.65769
qm7_5073.xyz,-327.712775351377,1.416,-6.7089,8.1249,1.14046
qm7_5074.xyz,-326.499178456717,-0.4487,-6.5258,6.0771,1.12536
qm7_5075.xyz,-327.710594518884,1.6294,-6.0459,7.6753,0.43352
qm7_5076.xyz,-326.508859013492,-0.3025,-6.2453,5.9428,0.84511
qm7_5077.xyz,-326.496316934137,-0.4986,-6.345,5.8464,0.89779
qm7_5078.xyz,-326.469142315964,0.2225,-6.3673,6.5898,0.67456
qm7_5079.xyz,-325.268825477057,-1.5605,-6.7148,5.1543,1.49577
qm7_508.xyz,-266.153764447772,-0.3833,-5.906,5.5227,0.77930
qm7_5080.xyz,-326.477891566967,0.2187,-6.8487,7.0674,1.21396
qm7_5081.xyz,-325.271096469647,-1.5518,-6.4996,4.9478,0.98986
qm7_5082.xyz,-304.240627374391,1.0415,-6.089,7.1305,1.33057
qm7_5083.xyz,-327.711817016725,1.5918,-6.6871,8.2789,1.21889
qm7_5084.xyz,-327.712802931840,1.6366,-6.3718,8.0084,0.50657
qm7_5085.xyz,-326.495226822055,-0.5035,-6.3462,5.8427,1.02688
qm7_5086.xyz,-325.216032215181,0.9035,-6.4665,7.37,0.78385
qm7_5087.xyz,-324.008348733840,-1.6455,-6.8329,5.1874,1.57508
qm7_5088.xyz,-327.714338964864,1.4853,-6.6739,8.1592,1.14234
qm7_5089.xyz,-326.505811669333,-0.1949,-6.2596,6.0647,1.05065
qm7_509.xyz,-266.158056969818,0.4377,-6.2324,6.6701,0.67932
qm7_5090.xyz,-326.497493092917,-0.2895,-6.3172,6.0277,1.03382
qm7_5091.xyz,-341.230097283604,-0.4537,-5.9241,5.4704,1.11378
qm7_5092.xyz,-341.244987984580,0.3997,-5.6034,6.0031,0.18341
qm7_5093.xyz,-289.436464497971,1.5807,-6.6311,8.2118,0.69131
qm7_5094.xyz,-341.340861899100,0.2284,-6.3432,6.5716,1.07812
qm7_5095.xyz,-342.469477452037,1.1691,-5.5382,6.7073,0.50450
qm7_5096.xyz,-342.449735378562,0.1955,-6.1529,6.3484,0.23032
qm7_5097.xyz,-342.544238049311,1.0951,-6.4763,7.5714,1.52469
qm7_5098.xyz,-341.337898572841,0.2836,-5.7725,6.0561,1.74739
qm7_5099.xyz,-342.457159407465,0.2252,-6.3918,6.617,0.35318
qm7_51.xyz,-208.720197958732,0.0012,-7.2246,7.2258,0.10262
qm7_510.xyz,-263.682600315342,-1.9868,-7.0531,5.0663,0.07122
qm7_5100.xyz,-342.551432249448,1.1483,-6.6917,7.84,1.44072
qm7_5101.xyz,-342.465249366745,0.4729,-6.3928,6.8657,0.26345
qm7_5102.xyz,-342.456072756745,0.3024,-6.324,6.6264,0.36162
qm7_5103.xyz,-342.545754509701,1.0737,-6.2114,7.2851,1.47802
qm7_5104.xyz,-288.210053145716,0.158,-6.5265,6.6845,0.62175
qm7_5105.xyz,-327.688300690848,1.91,-6.0582,7.9682,0.36413
qm7_5106.xyz,-327.693614613717,1.9316,-6.0856,8.0172,0.39759
qm7_5107.xyz,-326.465668392820,1.0974,-6.1238,7.2212,0.15811
qm7_5108.xyz,-326.469258099239,1.0925,-6.1259,7.2184,0.49197
qm7_5109.xyz,-327.694068392209,1.7876,-6.0682,7.8558,0.39914
qm7_511.xyz,-264.901046044199,0.2545,-6.3791,6.6336,0.61625
qm7_5110.xyz,-362.379380979435,0.6439,-7.0771,7.721,2.08955
qm7_5111.xyz,-361.169409270542,-0.1677,-6.1858,6.0181,2.64076
qm7_5112.xyz,-362.386490340739,0.6872,-7.1973,7.8845,2.09086
qm7_5113.xyz,-362.391362977304,0.7532,-7.1749,7.9281,2.56165
qm7_5114.xyz,-342.460107398287,0.7126,-6.117,6.8296,0.77093
qm7_5115.xyz,-289.425532361436,1.6506,-6.4242,8.0748,0.55614
qm7_5116.xyz,-341.331723777874,-0.4175,-6.9358,6.5183,1.83007
qm7_5117.xyz,-341.322368814659,-0.7546,-6.8681,6.1135,2.04324
qm7_5118.xyz,-342.514475770586,0.9669,-6.6404,7.6073,2.00839
qm7_5119.xyz,-341.287114685342,-1.6323,-6.5463,4.914,1.26450
qm7_512.xyz,-267.402098169236,0.8455,-5.7312,6.5767,0.73896
qm7_5120.xyz,-340.109573712196,0.1274,-7.8025,7.9299,1.63183
qm7_5121.xyz,-342.536784468725,0.9069,-6.773,7.6799,1.64577
qm7_5122.xyz,-343.721656013039,1.5893,-6.1167,7.706,0.95088
qm7_5123.xyz,-343.718205055200,1.439,-6.5859,8.0249,1.50421
qm7_5124.xyz,-342.533990709544,0.8523,-6.3545,7.2068,1.20603
qm7_5125.xyz,-342.468157205208,1.3029,-5.5237,6.8266,0.72390
qm7_5126.xyz,-289.427582935430,1.742,-6.3656,8.1076,0.58868
qm7_5127.xyz,-342.442782142866,0.1382,-6.4068,6.545,0.30951
qm7_5128.xyz,-325.297012663777,-0.8858,-6.8029,5.9171,1.37453
qm7_5129.xyz,-324.040625006702,-0.7128,-7.0956,6.3828,1.49391
qm7_513.xyz,-266.170572894261,-0.5318,-5.7087,5.1769,0.86168
qm7_5130.xyz,-324.002609855852,-0.9088,-6.827,5.9182,1.08715
qm7_5131.xyz,-326.474420518145,0.2418,-6.8815,7.1233,1.11203
qm7_5132.xyz,-325.218159542878,1.0093,-6.9705,7.9798,1.14725
qm7_5133.xyz,-325.271635183953,-1.5071,-6.6375,5.1304,1.00078
qm7_5134.xyz,-324.013289861472,-1.685,-6.4608,4.7758,0.85471
qm7_5135.xyz,-326.478931867067,0.5087,-6.7911,7.2998,1.09448
qm7_5136.xyz,-325.221669564727,1.0956,-6.8962,7.9918,1.12819
qm7_5137.xyz,-289.426389135152,1.6843,-6.1542,7.8385,0.45685
qm7_5138.xyz,-326.469492038758,1.0877,-6.266,7.3537,0.25870
qm7_5139.xyz,-342.537145929103,0.7105,-6.6416,7.3521,1.14700
qm7_514.xyz,-264.911687299867,-0.571,-5.9684,5.3974,1.05942
qm7_5140.xyz,-340.107658721678,-1.2922,-7.7536,6.4614,2.02819
qm7_5141.xyz,-341.293789943021,-1.0172,-6.6161,5.5989,1.08453
qm7_5142.xyz,-342.507336139606,1.115,-6.3374,7.4524,1.70274
qm7_5143.xyz,-340.070516702076,-1.5045,-7.3997,5.8952,1.52918
qm7_5144.xyz,-341.288407135350,0.7534,-7.2385,7.9919,1.66429
qm7_5145.xyz,-340.075345275059,-2.3877,-6.9029,4.5152,1.41949
qm7_5146.xyz,-343.720841905144,1.535,-5.951,7.486,1.15649
qm7_5147.xyz,-341.293465871481,0.7637,-7.361,8.1247,1.74328
qm7_5148.xyz,-288.175002008508,0.0771,-6.2227,6.2998,0.46619
qm7_5149.xyz,-362.377144397875,0.6356,-7.1619,7.7975,1.80544
qm7_515.xyz,-232.969786622107,-0.4575,-6.2498,5.7923,0.21281
qm7_5150.xyz,-361.157802423597,-1.9966,-7.2971,5.3005,1.05127
qm7_5151.xyz,-361.162005551454,-0.773,-7.0828,6.3098,1.42659
qm7_5152.xyz,-362.373871073615,0.4909,-7.1161,7.607,1.70988
qm7_5153.xyz,-361.128443476826,-1.2091,-6.7799,5.5708,0.77311
qm7_5154.xyz,-363.556132982310,1.4653,-6.7617,8.227,1.14173
qm7_5155.xyz,-362.345566838311,-0.7835,-6.9836,6.2001,1.19625
qm7_5156.xyz,-362.349413941246,-0.727,-6.5599,5.8329,0.75679
qm7_5157.xyz,-361.129973010934,-2.6918,-6.4587,3.7669,0.17519
qm7_5158.xyz,-363.555899142186,1.4074,-7.0145,8.4219,1.51740
qm7_5159.xyz,-289.431654816894,1.8153,-6.1709,7.9862,0.44037
qm7_516.xyz,-250.166571722385,0.5332,-6.6885,7.2217,0.57139
qm7_5160.xyz,-274.627452993375,1.9129,-7.836,9.7489,0.04733
qm7_5161.xyz,-362.343599815982,-1.0458,-6.4274,5.3816,0.70122
qm7_5162.xyz,-362.362260878288,0.2302,-6.4066,6.6368,0.51871
qm7_5163.xyz,-341.257629974970,-0.4443,-6.4172,5.9729,1.63461
qm7_5164.xyz,-342.466808594970,0.4127,-6.0581,6.4708,0.80420
qm7_5165.xyz,-341.299624153101,-1.8972,-6.3767,4.4795,0.09219
qm7_5166.xyz,-342.510454199381,1.1451,-6.0556,7.2007,0.69812
qm7_5167.xyz,-342.544390729841,1.1602,-6.6926,7.8528,1.50106
qm7_5168.xyz,-342.438905754304,0.0082,-6.3693,6.3775,0.41610
qm7_5169.xyz,-362.369319467004,0.4743,-6.395,6.8693,0.61597
qm7_517.xyz,-248.915687089853,1.3562,-6.7389,8.0951,0.68759
qm7_5170.xyz,-341.283147519444,0.8528,-6.6103,7.4631,1.01686
qm7_5171.xyz,-289.412229399973,1.6381,-6.4075,8.0456,0.68438
qm7_5172.xyz,-342.518848398933,0.7525,-6.5176,7.2701,1.73448
qm7_5173.xyz,-341.328154631262,-1.2443,-6.869,5.6247,0.86195
qm7_5174.xyz,-341.314169310892,-0.9027,-6.5386,5.6359,0.31080
qm7_5175.xyz,-341.326808686417,-0.2917,-7.1511,6.8594,1.11446
qm7_5176.xyz,-341.340673550040,-0.3124,-7.149,6.8366,0.78511
qm7_5177.xyz,-341.304399060385,-0.7919,-6.3201,5.5282,0.12595
qm7_5178.xyz,-341.335222214817,-0.4586,-7.4163,6.9577,0.09321
qm7_5179.xyz,-342.474085955234,0.4746,-6.0406,6.5152,1.54256
qm7_518.xyz,-267.413131022598,1.7212,-6.2802,8.0014,0.91053
qm7_5180.xyz,-341.274807142215,-1.0599,-6.4991,5.4392,2.37230
qm7_5181.xyz,-342.501594582136,0.921,-6.9007,7.8217,1.63394
qm7_5182.xyz,-304.198476680075,-0.1042,-6.6205,6.5163,1.35306
qm7_5183.xyz,-342.514962564985,1.1101,-6.827,7.9371,1.62354
qm7_5184.xyz,-342.529421503700,0.977,-6.7366,7.7136,2.22947
qm7_5185.xyz,-342.526887188970,1.2364,-6.4058,7.6422,1.10178
qm7_5186.xyz,-341.317995742395,-0.2605,-6.0197,5.7592,2.60834
qm7_5187.xyz,-342.507503715329,1.3271,-6.3148,7.6419,1.12922
qm7_5188.xyz,-341.226715446346,-0.932,-6.6925,5.7605,0.92670
qm7_5189.xyz,-339.969407485138,-0.6418,-6.8002,6.1584,1.01593
qm7_519.xyz,-251.426728813027,1.6198,-6.4663,8.0861,0.50158
qm7_5190.xyz,-341.239546903100,-0.0148,-5.634,5.6192,1.05000
qm7_5191.xyz,-325.294531264644,0.7459,-6.9563,7.7022,1.51207
qm7_5192.xyz,-325.312920352489,1.0472,-7.1519,8.1991,1.38678
qm7_5193.xyz,-289.431571660111,1.8289,-5.753,7.5819,0.31414
qm7_5194.xyz,-341.314607998822,0.9066,-6.915,7.8216,1.33943
qm7_5195.xyz,-361.145415965117,0.5593,-7.2405,7.7998,1.01788
qm7_5196.xyz,-325.305358892240,-0.1913,-6.5332,6.3419,1.10092
qm7_5197.xyz,-325.316228373835,-0.5645,-7.0684,6.5039,1.32601
qm7_5198.xyz,-326.543453775412,1.1405,-7.014,8.1545,1.38001
qm7_5199.xyz,-325.313631770394,-0.5573,-7.1517,6.5944,1.28276
qm7_52.xyz,-209.988728469865,1.7655,-6.7407,8.5062,0.66358
qm7_520.xyz,-248.969369359445,-0.5585,-6.2746,5.7161,0.62664
qm7_5200.xyz,-324.057620449521,-0.445,-7.1759,6.7309,1.72485
